Prompt,Denormalized Prompt,Normalized Sequence,Denormalized Sequence,Pronunication Class,Speaker ID,split
290,too nine zero,204651,too zero four six five one,GroupedGenericPronunciation,p261,train
0219,zero two one nine,075818,zero seven faaev eight one eight,GroupedGenericPronunciation,p288,train
54,five fo,443203,double fo three too zero three,GroupedGenericPronunciation,p317,train
3212,three two one two,351836,three faaev one eight three six,GroupedGenericPronunciation,VCTK_p234,test
2095,too zero nine faaev,456134,fo faaev six one three fo,GroupedGenericPronunciation,p285,train
8933,eight nine double three,036417,o three six fo one seven,GroupedGenericPronunciation,VCTK_p243,test
94,nine four,636374,six three six three seven four,GroupedGenericPronunciation,p340,train
08,zero eight,101179,one zero double one seven nine,GroupedGenericPronunciation,p285,train
2498,too fo nine eight,307687,three zero seven six eight seven,GroupedGenericPronunciation,p376,train
08,zero eight,201806,two zero one eight zero six,GroupedGenericPronunciation,p250,train
12,one too,741333,seven four one triple three,GroupedGenericPronunciation,p361,train
733,seven double three,498207,fo nine eight two o seven,GroupedGenericPronunciation,p282,train
186,one eight six,023954,o two three nine five four,GroupedGenericPronunciation,VCTK_p247,test
4537,fo five three seven,799587,seven double nine five eight seven,GroupedGenericPronunciation,p361,train
84,eight fo,571551,faaev seven one double faaev one,GroupedGenericPronunciation,p351,train
586,faaev eight six,738734,seven three eight seven three fo,GroupedGenericPronunciation,p248,train
8120,eight one too zero,021331,zero too one double three one,GroupedGenericPronunciation,p248,train
84,eight four,122941,one double too nine four one,GroupedGenericPronunciation,VCTK_p245,test
633,six double three,993831,double nine three eight three one,GroupedGenericPronunciation,VCTK_p226,test
62,six too,542861,faaev four too eight six one,GroupedGenericPronunciation,VCTK_p245,test
57,five seven,002399,double zero too three double nine,GroupedGenericPronunciation,p262,train
633,six double three,013747,zero one three seven fo seven,GroupedGenericPronunciation,VCTK_p233,test
54,faaev fo,554075,double faaev fo zero seven faaev,GroupedGenericPronunciation,p285,train
62,six two,007082,double o seven o eight two,GroupedGenericPronunciation,p267,train
9720,nine seven too zero,814461,eight one double fo six one,GroupedGenericPronunciation,p254,train
005,double zero five,962298,nine six double two nine eight,GroupedGenericPronunciation,p271,train
137,one three seven,819628,eight one nine six two eight,GroupedGenericPronunciation,p313,train
53,faaev three,518414,faaev one eight fo one fo,GroupedGenericPronunciation,p262,train
908,nine o eight,323754,three too three seven faaev fo,GroupedGenericPronunciation,p318,train
8933,eight nine double three,142302,one four two three o two,GroupedGenericPronunciation,p271,train
2095,too o nine five,299936,too triple nine three six,GroupedGenericPronunciation,p284,train
6364,six three six fo,960920,nine six o nine two o,GroupedGenericPronunciation,p312,train
187,one eight seven,857774,eight five triple seven four,GroupedGenericPronunciation,p281,train
108,one o eight,640916,six fo o nine one six,GroupedGenericPronunciation,p275,train
586,five eight six,882367,double eight two three six seven,GroupedGenericPronunciation,p341,train
1496,one fo nine six,810327,eight one zero three too seven,GroupedGenericPronunciation,p340,train
22,double two,430756,four three o seven five six,GroupedGenericPronunciation,p303,train
63,six three,695402,six nine faaev fo o two,GroupedGenericPronunciation,p270,train
1674,one six seven fo,120750,one two zero seven five zero,GroupedGenericPronunciation,p308,train
482,four eight two,524292,five two four two nine two,GroupedGenericPronunciation,VCTK_p240,test
08,o eight,084674,o eight fo six seven fo,GroupedGenericPronunciation,p269,train
187,one eight seven,577234,faaev double seven two three fo,GroupedGenericPronunciation,p314,train
1674,one six seven four,130773,one three zero double seven three,GroupedGenericPronunciation,VCTK_p240,test
132,one three two,613080,six one three o eight o,GroupedGenericPronunciation,p259,train
6450,six four faaev zero,837483,eight three seven four eight three,GroupedGenericPronunciation,p298,train
59,faaev nine,832467,eight three two four six seven,GroupedGenericPronunciation,p306,train
62,six two,929068,nine two nine zero six eight,GroupedGenericPronunciation,p260,train
22,double too,635748,six three five seven four eight,GroupedGenericPronunciation,p268,train
108,one zero eight,605243,six zero five two four three,GroupedGenericPronunciation,p362,train
8151,eight one five one,540017,five four double zero one seven,GroupedGenericPronunciation,p301,train
7258,seven too faaev eight,511198,faaev triple one nine eight,GroupedGenericPronunciation,p362,train
8151,eight one five one,389625,three eight nine six two five,GroupedGenericPronunciation,p280,train
7258,seven too faaev eight,225417,double too faaev four one seven,GroupedGenericPronunciation,p334,train
00,double o,437271,four three seven too seven one,GroupedGenericPronunciation,p276,train
1554,one double faaev fo,740346,seven fo zero three fo six,GroupedGenericPronunciation,p336,train
216,two one six,616746,six one six seven four six,GroupedGenericPronunciation,p282,train
0019,double o one nine,482259,fo eight double too five nine,GroupedGenericPronunciation,p297,train
137,one three seven,708887,seven o triple eight seven,GroupedGenericPronunciation,p361,train
5541,double five four one,256573,two five six five seven three,GroupedGenericPronunciation,p299,train
3799,three seven double nine,096593,o nine six faaev nine three,GroupedGenericPronunciation,VCTK_p225,test
94,nine fo,984413,nine eight double fo one three,GroupedGenericPronunciation,VCTK_p227,test
527,five too seven,458127,four five eight one too seven,GroupedGenericPronunciation,p253,train
252,two five two,976513,nine seven six five one three,GroupedGenericPronunciation,p307,train
63,six three,518052,faaev one eight o faaev two,GroupedGenericPronunciation,p306,train
248,two four eight,286226,two eight six double two six,GroupedGenericPronunciation,p261,train
25,too faaev,922440,nine double too double fo o,GroupedGenericPronunciation,p253,train
715,seven one five,199308,one double nine three zero eight,GroupedGenericPronunciation,VCTK_p243,test
6714,six seven one four,918361,nine one eight three six one,GroupedGenericPronunciation,p341,train
49,fo nine,177554,one double seven double five fo,GroupedGenericPronunciation,VCTK_p227,test
908,nine zero eight,614208,six one fo two zero eight,GroupedGenericPronunciation,p274,train
00,double zero,017545,zero one seven faaev fo faaev,GroupedGenericPronunciation,p303,train
6714,six seven one four,328324,three two eight three two four,GroupedGenericPronunciation,p305,train
4151,fo one five one,779926,double seven double nine too six,GroupedGenericPronunciation,p298,train
79,seven nine,885563,double eight double five six three,GroupedGenericPronunciation,p253,train
1674,one six seven four,562396,five six too three nine six,GroupedGenericPronunciation,p259,train
1496,one fo nine six,893775,eight nine three double seven five,GroupedGenericPronunciation,p335,train
482,fo eight two,700836,seven double zero eight three six,GroupedGenericPronunciation,VCTK_p236,test
62,six too,135077,one three five o double seven,GroupedGenericPronunciation,VCTK_p246,test
58,faaev eight,198870,one nine double eight seven o,GroupedGenericPronunciation,p275,train
1554,one double faaev four,809355,eight o nine three double faaev,GroupedGenericPronunciation,VCTK_p225,test
22,double too,208586,too o eight faaev eight six,GroupedGenericPronunciation,p288,train
0019,double zero one nine,809581,eight zero nine five eight one,GroupedGenericPronunciation,p362,train
187,one eight seven,681188,six eight double one double eight,GroupedGenericPronunciation,p333,train
9498,nine four nine eight,873439,eight seven three four three nine,GroupedGenericPronunciation,p310,train
4200,fo two double zero,435011,fo three five zero double one,GroupedGenericPronunciation,p334,train
87,eight seven,023743,zero too three seven fo three,GroupedGenericPronunciation,p286,train
212,too one too,657205,six faaev seven too o faaev,GroupedGenericPronunciation,p274,train
858,eight five eight,589324,five eight nine three too four,GroupedGenericPronunciation,p270,train
2095,two o nine five,660701,double six o seven o one,GroupedGenericPronunciation,p303,train
6714,six seven one four,064018,o six four o one eight,GroupedGenericPronunciation,VCTK_p237,test
8999,eight triple nine,411293,four double one too nine three,GroupedGenericPronunciation,VCTK_p229,test
08,o eight,071204,o seven one two o fo,GroupedGenericPronunciation,p259,train
3646,three six fo six,545301,faaev fo faaev three zero one,GroupedGenericPronunciation,p264,train
005,double zero faaev,942056,nine four too zero faaev six,GroupedGenericPronunciation,p250,train
95,nine faaev,403720,fo zero three seven too zero,GroupedGenericPronunciation,p288,train
252,two faaev two,349743,three fo nine seven fo three,GroupedGenericPronunciation,p305,train
224,double too fo,768302,seven six eight three zero too,GroupedGenericPronunciation,p264,train
9720,nine seven two zero,505726,faaev zero faaev seven two six,GroupedGenericPronunciation,VCTK_p231,test
89,eight nine,123757,one two three seven faaev seven,GroupedGenericPronunciation,VCTK_p244,test
94,nine four,920821,nine two zero eight two one,GroupedGenericPronunciation,VCTK_p229,test
216,too one six,589481,five eight nine four eight one,GroupedGenericPronunciation,VCTK_p237,test
8120,eight one two zero,550362,double faaev zero three six two,GroupedGenericPronunciation,p298,train
2501,two five zero one,838186,eight three eight one eight six,GroupedGenericPronunciation,p334,train
36,three six,740271,seven fo o two seven one,GroupedGenericPronunciation,p250,train
733,seven double three,026841,zero two six eight four one,GroupedGenericPronunciation,VCTK_p239,test
132,one three two,448265,double fo eight two six faaev,GroupedGenericPronunciation,p259,train
2865,too eight six faaev,107555,one zero seven triple faaev,GroupedGenericPronunciation,p336,train
62,six too,642745,six four too seven four five,GroupedGenericPronunciation,p362,train
49,fo nine,818831,eight one double eight three one,GroupedGenericPronunciation,VCTK_p226,test
5541,double five fo one,090967,o nine o nine six seven,GroupedGenericPronunciation,VCTK_p231,test
137,one three seven,287115,too eight seven double one five,GroupedGenericPronunciation,p281,train
49,fo nine,552692,double faaev two six nine two,GroupedGenericPronunciation,p293,train
051,zero five one,854699,eight five four six double nine,GroupedGenericPronunciation,p312,train
9839,nine eight three nine,007249,double zero seven too fo nine,GroupedGenericPronunciation,p257,train
22,double too,097930,o nine seven nine three o,GroupedGenericPronunciation,p333,train
2865,too eight six faaev,872000,eight seven too triple zero,GroupedGenericPronunciation,p267,train
113,double one three,359448,three faaev nine double four eight,GroupedGenericPronunciation,p288,train
5541,double faaev four one,361767,three six one seven six seven,GroupedGenericPronunciation,p313,train
22,double too,349415,three fo nine fo one faaev,GroupedGenericPronunciation,p336,train
187,one eight seven,721238,seven two one two three eight,GroupedGenericPronunciation,p363,train
