Prompt,Denormalized Prompt,Normalized Sequence,Denormalized Sequence,Pronunication Class,Speaker ID,split,prompt_path,seq_path,prompt_path_audio,seq_path_audio
0bua,zero bee uu ae,y0xkvz,wai zero x k v z,GroupedGenericPronunciation,p303,train,dump/alphanumeric_features/8901_prompt.pth,dump/alphanumeric_features/8901_seq.pth,dump/alphanumeric/8901_prompt.wav,dump/alphanumeric/8901_seq.wav
549,faaev fo nine,h7oy8z,h seven oo y eight z,GroupedGenericPronunciation,p300,train,dump/alphanumeric_features/8903_prompt.pth,dump/alphanumeric_features/8903_seq.pth,dump/alphanumeric/8903_prompt.wav,dump/alphanumeric/8903_seq.wav
c0hz,see zero h z,vo1dgn,v oh one dee jee n,GroupedGenericPronunciation,p351,train,dump/alphanumeric_features/8904_prompt.pth,dump/alphanumeric_features/8904_seq.pth,dump/alphanumeric/8904_prompt.wav,dump/alphanumeric/8904_seq.wav
731,seven three one,r466ty,r four double six ti why,GroupedGenericPronunciation,p277,train,dump/alphanumeric_features/8905_prompt.pth,dump/alphanumeric_features/8905_seq.pth,dump/alphanumeric/8905_prompt.wav,dump/alphanumeric/8905_seq.wav
sgct,s jee see tee,tzc8sa,ti zed see eight es ae,GroupedGenericPronunciation,p334,train,dump/alphanumeric_features/8907_prompt.pth,dump/alphanumeric_features/8907_seq.pth,dump/alphanumeric/8907_prompt.wav,dump/alphanumeric/8907_seq.wav
50,five zero,6r05pf,six r zero five p ef,GroupedGenericPronunciation,p311,train,dump/alphanumeric_features/8908_prompt.pth,dump/alphanumeric_features/8908_seq.pth,dump/alphanumeric/8908_prompt.wav,dump/alphanumeric/8908_seq.wav
ndwr,n dee double u r,qcq3ow,q see cuu three oh double you,GroupedGenericPronunciation,p250,train,dump/alphanumeric_features/8909_prompt.pth,dump/alphanumeric_features/8909_seq.pth,dump/alphanumeric/8909_prompt.wav,dump/alphanumeric/8909_seq.wav
sjy,es j why,cpcqo7,see p see q oo seven,GroupedGenericPronunciation,p317,train,dump/alphanumeric_features/8910_prompt.pth,dump/alphanumeric_features/8910_seq.pth,dump/alphanumeric/8910_prompt.wav,dump/alphanumeric/8910_seq.wav
150,one five zero,kkxftj,double k eks ef tee jay,GroupedGenericPronunciation,p248,train,dump/alphanumeric_features/8911_prompt.pth,dump/alphanumeric_features/8911_seq.pth,dump/alphanumeric/8911_prompt.wav,dump/alphanumeric/8911_seq.wav
4811,fo eight double one,le85ph,l ee eight faaev p aeych,GroupedGenericPronunciation,p256,train,dump/alphanumeric_features/8912_prompt.pth,dump/alphanumeric_features/8912_seq.pth,dump/alphanumeric/8912_prompt.wav,dump/alphanumeric/8912_seq.wav
spev,es pee ee v,q8t7db,q eight ti seven dee bee,GroupedGenericPronunciation,p292,train,dump/alphanumeric_features/8916_prompt.pth,dump/alphanumeric_features/8916_seq.pth,dump/alphanumeric/8916_prompt.wav,dump/alphanumeric/8916_seq.wav
7297,seven two nine seven,vhd6w1,v aeych dee six double you one,GroupedGenericPronunciation,p301,train,dump/alphanumeric_features/8918_prompt.pth,dump/alphanumeric_features/8918_seq.pth,dump/alphanumeric/8918_prompt.wav,dump/alphanumeric/8918_seq.wav
980,nine eight zero,gfvcav,jee ef v see ae wee,GroupedGenericPronunciation,p304,train,dump/alphanumeric_features/8919_prompt.pth,dump/alphanumeric_features/8919_seq.pth,dump/alphanumeric/8919_prompt.wav,dump/alphanumeric/8919_seq.wav
78,seven eight,3unaft,three uu en ae ef tee,GroupedGenericPronunciation,p362,train,dump/alphanumeric_features/8920_prompt.pth,dump/alphanumeric_features/8920_seq.pth,dump/alphanumeric/8920_prompt.wav,dump/alphanumeric/8920_seq.wav
duq,dee you q,wd6vcs,double u dee six v see es,GroupedGenericPronunciation,p272,train,dump/alphanumeric_features/8921_prompt.pth,dump/alphanumeric_features/8921_seq.pth,dump/alphanumeric/8921_prompt.wav,dump/alphanumeric/8921_seq.wav
kstf,k s ti ef,f33d27,ef double three dee two seven,GroupedGenericPronunciation,p306,train,dump/alphanumeric_features/8922_prompt.pth,dump/alphanumeric_features/8922_seq.pth,dump/alphanumeric/8922_prompt.wav,dump/alphanumeric/8922_seq.wav
dfo,dee ef oh,7ag96e,seven ae jee nine six ee,GroupedGenericPronunciation,p264,train,dump/alphanumeric_features/8925_prompt.pth,dump/alphanumeric_features/8925_seq.pth,dump/alphanumeric/8925_prompt.wav,dump/alphanumeric/8925_seq.wav
9q,nine q,r7lraq,r seven el aar ae q,GroupedGenericPronunciation,p269,train,dump/alphanumeric_features/8926_prompt.pth,dump/alphanumeric_features/8926_seq.pth,dump/alphanumeric/8926_prompt.wav,dump/alphanumeric/8926_seq.wav
5042,faaev zero fo too,pobdo0,p o bee dee o zero,GroupedGenericPronunciation,p259,train,dump/alphanumeric_features/8927_prompt.pth,dump/alphanumeric_features/8927_seq.pth,dump/alphanumeric/8927_prompt.wav,dump/alphanumeric/8927_seq.wav
569,faaev six nine,lx4nim,el x four en i am,GroupedGenericPronunciation,p364,train,dump/alphanumeric_features/8929_prompt.pth,dump/alphanumeric_features/8929_seq.pth,dump/alphanumeric/8929_prompt.wav,dump/alphanumeric/8929_seq.wav
4542,four five four two,3g7vhj,three jee seven v h jay,GroupedGenericPronunciation,p263,train,dump/alphanumeric_features/8931_prompt.pth,dump/alphanumeric_features/8931_seq.pth,dump/alphanumeric/8931_prompt.wav,dump/alphanumeric/8931_seq.wav
9q,nine cuu,h2j5j6,aeych too j faaev j six,GroupedGenericPronunciation,p312,train,dump/alphanumeric_features/8932_prompt.pth,dump/alphanumeric_features/8932_seq.pth,dump/alphanumeric/8932_prompt.wav,dump/alphanumeric/8932_seq.wav
505,faaev zero faaev,5oqkat,faaev oo cuu kay ae tee,GroupedGenericPronunciation,p351,train,dump/alphanumeric_features/8933_prompt.pth,dump/alphanumeric_features/8933_seq.pth,dump/alphanumeric/8933_prompt.wav,dump/alphanumeric/8933_seq.wav
cf,see ef,uc7pcu,you see seven pee see uu,GroupedGenericPronunciation,p334,train,dump/alphanumeric_features/8935_prompt.pth,dump/alphanumeric_features/8935_seq.pth,dump/alphanumeric/8935_prompt.wav,dump/alphanumeric/8935_seq.wav
qq,double cuu,fgb22b,ef jee bee double too bee,GroupedGenericPronunciation,p253,train,dump/alphanumeric_features/8936_prompt.pth,dump/alphanumeric_features/8936_seq.pth,dump/alphanumeric/8936_prompt.wav,dump/alphanumeric/8936_seq.wav
off,oh double ef,j0mabk,jay zero am ae bee k,GroupedGenericPronunciation,p304,train,dump/alphanumeric_features/8937_prompt.pth,dump/alphanumeric_features/8937_seq.pth,dump/alphanumeric/8937_prompt.wav,dump/alphanumeric/8937_seq.wav
97,nine seven,ra6qry,aar ae six cuu arr y,GroupedGenericPronunciation,p249,train,dump/alphanumeric_features/8938_prompt.pth,dump/alphanumeric_features/8938_seq.pth,dump/alphanumeric/8938_prompt.wav,dump/alphanumeric/8938_seq.wav
2h5,too h five,p42h8n,pee four too h eight aen,GroupedGenericPronunciation,p304,train,dump/alphanumeric_features/8940_prompt.pth,dump/alphanumeric_features/8940_seq.pth,dump/alphanumeric/8940_prompt.wav,dump/alphanumeric/8940_seq.wav
088,zero double eight,sz6ilq,es zee six i l cuu,GroupedGenericPronunciation,p307,train,dump/alphanumeric_features/8941_prompt.pth,dump/alphanumeric_features/8941_seq.pth,dump/alphanumeric/8941_prompt.wav,dump/alphanumeric/8941_seq.wav
uddy,you double dee why,za2a59,zee ae two ae faaev nine,GroupedGenericPronunciation,p260,train,dump/alphanumeric_features/8942_prompt.pth,dump/alphanumeric_features/8942_seq.pth,dump/alphanumeric/8942_prompt.wav,dump/alphanumeric/8942_seq.wav
2h5,too h faaev,3xpy0u,three x pee y zero you,GroupedGenericPronunciation,p310,train,dump/alphanumeric_features/8943_prompt.pth,dump/alphanumeric_features/8943_seq.pth,dump/alphanumeric/8943_prompt.wav,dump/alphanumeric/8943_seq.wav
lbm,l bee m,f7s4b9,ef seven s four bee nine,GroupedGenericPronunciation,p361,train,dump/alphanumeric_features/8944_prompt.pth,dump/alphanumeric_features/8944_seq.pth,dump/alphanumeric/8944_prompt.wav,dump/alphanumeric/8944_seq.wav
549,faaev fo nine,an1shp,ae en one s haych pee,GroupedGenericPronunciation,p301,train,dump/alphanumeric_features/8945_prompt.pth,dump/alphanumeric_features/8945_seq.pth,dump/alphanumeric/8945_prompt.wav,dump/alphanumeric/8945_seq.wav
14,one fo,w6ec5u,double u six ee see five you,GroupedGenericPronunciation,p312,train,dump/alphanumeric_features/8946_prompt.pth,dump/alphanumeric_features/8946_seq.pth,dump/alphanumeric/8946_prompt.wav,dump/alphanumeric/8946_seq.wav
tyo,ti y o,e8vcok,ee eight v see oh kay,GroupedGenericPronunciation,p316,train,dump/alphanumeric_features/8947_prompt.pth,dump/alphanumeric_features/8947_seq.pth,dump/alphanumeric/8947_prompt.wav,dump/alphanumeric/8947_seq.wav
66,double six,i353cr,eye three faaev three see r,GroupedGenericPronunciation,p286,train,dump/alphanumeric_features/8948_prompt.pth,dump/alphanumeric_features/8948_seq.pth,dump/alphanumeric/8948_prompt.wav,dump/alphanumeric/8948_seq.wav
ef,ee ef,kvdbow,kay wee dee bee oo double u,GroupedGenericPronunciation,p329,train,dump/alphanumeric_features/8949_prompt.pth,dump/alphanumeric_features/8949_seq.pth,dump/alphanumeric/8949_prompt.wav,dump/alphanumeric/8949_seq.wav
7w,seven double u,3sw9ia,three es double u nine i ae,GroupedGenericPronunciation,p305,train,dump/alphanumeric_features/8950_prompt.pth,dump/alphanumeric_features/8950_seq.pth,dump/alphanumeric/8950_prompt.wav,dump/alphanumeric/8950_seq.wav
9269,nine two six nine,bmhqgw,bee m aeych q jee double you,GroupedGenericPronunciation,p269,train,dump/alphanumeric_features/8951_prompt.pth,dump/alphanumeric_features/8951_seq.pth,dump/alphanumeric/8951_prompt.wav,dump/alphanumeric/8951_seq.wav
50,faaev zero,zhn1bv,z aeych n one bee v,GroupedGenericPronunciation,p254,train,dump/alphanumeric_features/8952_prompt.pth,dump/alphanumeric_features/8952_seq.pth,dump/alphanumeric/8952_prompt.wav,dump/alphanumeric/8952_seq.wav
em,ee am,lm1qni,el am one q aen i,GroupedGenericPronunciation,p263,train,dump/alphanumeric_features/8953_prompt.pth,dump/alphanumeric_features/8953_seq.pth,dump/alphanumeric/8953_prompt.wav,dump/alphanumeric/8953_seq.wav
150,one five zero,6p2oho,six pee too oh haych oo,GroupedGenericPronunciation,p318,train,dump/alphanumeric_features/8954_prompt.pth,dump/alphanumeric_features/8954_seq.pth,dump/alphanumeric/8954_prompt.wav,dump/alphanumeric/8954_seq.wav
oqby,oh cuu bee y,f6ie4b,ef six i ee fo bee,GroupedGenericPronunciation,p275,train,dump/alphanumeric_features/8955_prompt.pth,dump/alphanumeric_features/8955_seq.pth,dump/alphanumeric/8955_prompt.wav,dump/alphanumeric/8955_seq.wav
2h5,two h faaev,7416iw,seven four one six eye double you,GroupedGenericPronunciation,p267,train,dump/alphanumeric_features/8956_prompt.pth,dump/alphanumeric_features/8956_seq.pth,dump/alphanumeric/8956_prompt.wav,dump/alphanumeric/8956_seq.wav
dfo,dee ef o,w5uydo,double u five uu wai dee o,GroupedGenericPronunciation,p376,train,dump/alphanumeric_features/8958_prompt.pth,dump/alphanumeric_features/8958_seq.pth,dump/alphanumeric/8958_prompt.wav,dump/alphanumeric/8958_seq.wav
848,eight four eight,kjniej,k j aen i ee jay,GroupedGenericPronunciation,p292,train,dump/alphanumeric_features/8959_prompt.pth,dump/alphanumeric_features/8959_seq.pth,dump/alphanumeric/8959_prompt.wav,dump/alphanumeric/8959_seq.wav
8774,eight double seven four,djvy5n,dee j v why faaev aen,GroupedGenericPronunciation,p361,train,dump/alphanumeric_features/8960_prompt.pth,dump/alphanumeric_features/8960_seq.pth,dump/alphanumeric/8960_prompt.wav,dump/alphanumeric/8960_seq.wav
569,five six nine,x3rucs,eks three arr you see s,GroupedGenericPronunciation,p361,train,dump/alphanumeric_features/8961_prompt.pth,dump/alphanumeric_features/8961_seq.pth,dump/alphanumeric/8961_prompt.wav,dump/alphanumeric/8961_seq.wav
ua0,uu ae zero,b253vn,bee too five three wee aen,GroupedGenericPronunciation,p297,train,dump/alphanumeric_features/8962_prompt.pth,dump/alphanumeric_features/8962_seq.pth,dump/alphanumeric/8962_prompt.wav,dump/alphanumeric/8962_seq.wav
nt,n tee,nykd1z,n wai k dee one zee,GroupedGenericPronunciation,p248,train,dump/alphanumeric_features/8963_prompt.pth,dump/alphanumeric_features/8963_seq.pth,dump/alphanumeric/8963_prompt.wav,dump/alphanumeric/8963_seq.wav
yj,wai j,pw5bep,p double u faaev bee ee p,GroupedGenericPronunciation,p250,train,dump/alphanumeric_features/8964_prompt.pth,dump/alphanumeric_features/8964_seq.pth,dump/alphanumeric/8964_prompt.wav,dump/alphanumeric/8964_seq.wav
51,faaev one,0nkpkc,zero en k pee kay see,GroupedGenericPronunciation,p363,train,dump/alphanumeric_features/8965_prompt.pth,dump/alphanumeric_features/8965_seq.pth,dump/alphanumeric/8965_prompt.wav,dump/alphanumeric/8965_seq.wav
g5,jee five,q0p3nr,q zero pee three aen aar,GroupedGenericPronunciation,p302,train,dump/alphanumeric_features/8967_prompt.pth,dump/alphanumeric_features/8967_seq.pth,dump/alphanumeric/8967_prompt.wav,dump/alphanumeric/8967_seq.wav
bm,bee em,2q6x38,too q six x three eight,GroupedGenericPronunciation,p273,train,dump/alphanumeric_features/8968_prompt.pth,dump/alphanumeric_features/8968_seq.pth,dump/alphanumeric/8968_prompt.wav,dump/alphanumeric/8968_seq.wav
dfo,dee ef oh,qno6ak,cuu n oo six ae kay,GroupedGenericPronunciation,p312,train,dump/alphanumeric_features/8969_prompt.pth,dump/alphanumeric_features/8969_seq.pth,dump/alphanumeric/8969_prompt.wav,dump/alphanumeric/8969_seq.wav
gf,jee ef,2y1nbg,two why one aen bee jee,GroupedGenericPronunciation,p351,train,dump/alphanumeric_features/8971_prompt.pth,dump/alphanumeric_features/8971_seq.pth,dump/alphanumeric/8971_prompt.wav,dump/alphanumeric/8971_seq.wav
mi,am i,j0xq8u,j zero eks q eight you,GroupedGenericPronunciation,p282,train,dump/alphanumeric_features/8973_prompt.pth,dump/alphanumeric_features/8973_seq.pth,dump/alphanumeric/8973_prompt.wav,dump/alphanumeric/8973_seq.wav
092,zero nine two,uscxz0,you es see eks zed zero,GroupedGenericPronunciation,p258,train,dump/alphanumeric_features/8974_prompt.pth,dump/alphanumeric_features/8974_seq.pth,dump/alphanumeric/8974_prompt.wav,dump/alphanumeric/8974_seq.wav
yj,why jay,i293ud,i too nine three you dee,GroupedGenericPronunciation,p250,train,dump/alphanumeric_features/8975_prompt.pth,dump/alphanumeric_features/8975_seq.pth,dump/alphanumeric/8975_prompt.wav,dump/alphanumeric/8975_seq.wav
8774,eight double seven four,hdxdmc,haych dee eks dee m see,GroupedGenericPronunciation,p310,train,dump/alphanumeric_features/8976_prompt.pth,dump/alphanumeric_features/8976_seq.pth,dump/alphanumeric/8976_prompt.wav,dump/alphanumeric/8976_seq.wav
14,one four,d3zzef,dee three double zed ee ef,GroupedGenericPronunciation,p361,train,dump/alphanumeric_features/8979_prompt.pth,dump/alphanumeric_features/8979_seq.pth,dump/alphanumeric/8979_prompt.wav,dump/alphanumeric/8979_seq.wav
mi,m eye,8fg7u0,eight ef jee seven uu zero,GroupedGenericPronunciation,p292,train,dump/alphanumeric_features/8980_prompt.pth,dump/alphanumeric_features/8980_seq.pth,dump/alphanumeric/8980_prompt.wav,dump/alphanumeric/8980_seq.wav
ndwr,en dee double you r,pem60m,pee ee am six zero am,GroupedGenericPronunciation,p269,train,dump/alphanumeric_features/8981_prompt.pth,dump/alphanumeric_features/8981_seq.pth,dump/alphanumeric/8981_prompt.wav,dump/alphanumeric/8981_seq.wav
4542,four faaev four too,byh9hr,bee y h nine h aar,GroupedGenericPronunciation,p270,train,dump/alphanumeric_features/8982_prompt.pth,dump/alphanumeric_features/8982_seq.pth,dump/alphanumeric/8982_prompt.wav,dump/alphanumeric/8982_seq.wav
ef,ee ef,yxxf9a,wai double eks ef nine ae,GroupedGenericPronunciation,p362,train,dump/alphanumeric_features/8983_prompt.pth,dump/alphanumeric_features/8983_seq.pth,dump/alphanumeric/8983_prompt.wav,dump/alphanumeric/8983_seq.wav
9269,nine too six nine,qmoehm,cuu m o ee h m,GroupedGenericPronunciation,p279,train,dump/alphanumeric_features/8984_prompt.pth,dump/alphanumeric_features/8984_seq.pth,dump/alphanumeric/8984_prompt.wav,dump/alphanumeric/8984_seq.wav
lef,l ee ef,mn19x6,em aen one nine eks six,GroupedGenericPronunciation,p268,train,dump/alphanumeric_features/8985_prompt.pth,dump/alphanumeric_features/8985_seq.pth,dump/alphanumeric/8985_prompt.wav,dump/alphanumeric/8985_seq.wav
tc,tee see,vjkmxm,wee j kay am x am,GroupedGenericPronunciation,p279,train,dump/alphanumeric_features/8986_prompt.pth,dump/alphanumeric_features/8986_seq.pth,dump/alphanumeric/8986_prompt.wav,dump/alphanumeric/8986_seq.wav
092,zero nine too,t6yfex,ti six y ef ee eks,GroupedGenericPronunciation,p250,train,dump/alphanumeric_features/8987_prompt.pth,dump/alphanumeric_features/8987_seq.pth,dump/alphanumeric/8987_prompt.wav,dump/alphanumeric/8987_seq.wav
duq,dee uu cuu,j7htx1,j seven aeych tee eks one,GroupedGenericPronunciation,p259,train,dump/alphanumeric_features/8989_prompt.pth,dump/alphanumeric_features/8989_seq.pth,dump/alphanumeric/8989_prompt.wav,dump/alphanumeric/8989_seq.wav
41,fo one,p3rzhh,p three aar zee double aeych,GroupedGenericPronunciation,p312,train,dump/alphanumeric_features/8991_prompt.pth,dump/alphanumeric_features/8991_seq.pth,dump/alphanumeric/8991_prompt.wav,dump/alphanumeric/8991_seq.wav
nt,n tee,62agrl,six two ae jee arr l,GroupedGenericPronunciation,p316,train,dump/alphanumeric_features/8992_prompt.pth,dump/alphanumeric_features/8992_seq.pth,dump/alphanumeric/8992_prompt.wav,dump/alphanumeric/8992_seq.wav
50,five zero,zv9sro,zee v nine es aar o,GroupedGenericPronunciation,p258,train,dump/alphanumeric_features/8993_prompt.pth,dump/alphanumeric_features/8993_seq.pth,dump/alphanumeric/8993_prompt.wav,dump/alphanumeric/8993_seq.wav
c0hz,see zero haych zed,qliw5w,cuu l eye double you five double you,GroupedGenericPronunciation,p253,train,dump/alphanumeric_features/8994_prompt.pth,dump/alphanumeric_features/8994_seq.pth,dump/alphanumeric/8994_prompt.wav,dump/alphanumeric/8994_seq.wav
gk,jee k,zv67eq,zed v six seven ee cuu,GroupedGenericPronunciation,p314,train,dump/alphanumeric_features/8995_prompt.pth,dump/alphanumeric_features/8995_seq.pth,dump/alphanumeric/8995_prompt.wav,dump/alphanumeric/8995_seq.wav
14,one fo,75ne1w,seven faaev n ee one double u,GroupedGenericPronunciation,p311,train,dump/alphanumeric_features/8996_prompt.pth,dump/alphanumeric_features/8996_seq.pth,dump/alphanumeric/8996_prompt.wav,dump/alphanumeric/8996_seq.wav
731,seven three one,lco4p8,l see oh fo p eight,GroupedGenericPronunciation,p363,train,dump/alphanumeric_features/8997_prompt.pth,dump/alphanumeric_features/8997_seq.pth,dump/alphanumeric/8997_prompt.wav,dump/alphanumeric/8997_seq.wav
em,ee m,de5x15,dee ee faaev x one faaev,GroupedGenericPronunciation,p270,train,dump/alphanumeric_features/8998_prompt.pth,dump/alphanumeric_features/8998_seq.pth,dump/alphanumeric/8998_prompt.wav,dump/alphanumeric/8998_seq.wav
er,ee arr,4sxy9y,four es eks why nine why,GroupedGenericPronunciation,p300,train,dump/alphanumeric_features/8999_prompt.pth,dump/alphanumeric_features/8999_seq.pth,dump/alphanumeric/8999_prompt.wav,dump/alphanumeric/8999_seq.wav
pbp,p bee p,wuhmj0,double you uu haych am j zero,GroupedGenericPronunciation,p287,train,dump/alphanumeric_features/9000_prompt.pth,dump/alphanumeric_features/9000_seq.pth,dump/alphanumeric/9000_prompt.wav,dump/alphanumeric/9000_seq.wav
2h5,too aeych faaev,bxhexv,bee x aeych ee x v,GroupedGenericPronunciation,p276,train,dump/alphanumeric_features/9001_prompt.pth,dump/alphanumeric_features/9001_seq.pth,dump/alphanumeric/9001_prompt.wav,dump/alphanumeric/9001_seq.wav
ef,ee ef,9ls08h,nine l es zero eight h,GroupedGenericPronunciation,p278,train,dump/alphanumeric_features/9002_prompt.pth,dump/alphanumeric_features/9002_seq.pth,dump/alphanumeric/9002_prompt.wav,dump/alphanumeric/9002_seq.wav
